1,1392.46,0.744287,-0.00214534,0.125,-1.99524e-33,1,7.37125e-07
2,1382.84,0.74426,-0.0022635,0.563009,2.15635e-07,1,-1.05157e-05
3,1324.3,0.743895,-0.00290302,3.29103,7.07113e-05,1,-0.000476814
4,1270.19,0.743284,-0.00325146,5.91898,0.000431889,1,-0.0015958
5,1349.92,0.744131,-0.0030027,2.09172,2.75812e-06,1,-0.000187932
6,1347.92,0.744228,-0.00358221,2.20173,-3.10637e-05,1,-0.000210715
7,1350.61,0.744577,-0.0036891,2.0983,1.19135e-05,1,-0.000191234
8,1336.69,0.744796,-0.00435689,2.78951,3.43326e-05,1,-0.000346019
9,1319.41,0.745328,-0.00493064,3.67802,9.11661e-05,1,-0.000612945
10,1301.51,0.745883,-0.00566433,4.62817,0.00018344,1,-0.000988218
11,1281.82,0.74674,-0.00650236,5.72703,0.000349785,1,-0.00154384
12,1260.54,0.747917,-0.00740283,6.98441,0.000645509,1,-0.00235002
13,1239.41,0.749588,-0.00830513,8.34332,0.00111995,1,-0.00344317
14,1220.95,0.7519,-0.00915249,9.69017,0.00177604,1,-0.00477781
15,1205.41,0.754888,-0.00988066,11.0207,0.00263887,0.999999,-0.00636409
16,1198.49,0.759127,-0.0106553,12.0244,0.00341769,0.999992,-0.00778868
17,1120.31,0.704383,-0.017671,13.5033,0.00498431,0.982394,-0.0101616
18,1144.76,0.753832,-0.0127808,18.0452,0.0141356,0.915055,-0.0195426
19,1169.54,0.777006,-0.0099203,19.6431,0.0182106,0.891461,-0.0234445
20,1227.15,0.822585,-0.00225207,22.6829,0.0252491,0.84674,-0.030682
21,1246.04,0.836219,0.000699478,23.6951,0.0272904,0.831863,-0.0328622
22,1259.31,0.843591,0.00297974,24.631,0.0278237,0.81807,-0.0349023
23,1263.03,0.853563,0.00680209,25.5341,0.0290312,0.804853,-0.035815
24,1255.65,0.859558,0.0106577,26.4058,0.0295624,0.792092,-0.0361487
25,1235.75,0.862102,0.0146279,27.2477,0.0296478,0.779766,-0.0357896
26,1202.61,0.859712,0.0184241,28.0608,0.0291498,0.767848,-0.0348476
27,1164.91,0.853848,0.0214139,28.7156,0.0283629,0.75824,-0.0336264
28,1108.3,0.841442,0.0246535,29.4756,0.0269682,0.747076,-0.0317374
29,1040.58,0.822387,0.0273955,30.2116,0.0250938,0.736248,-0.0295042
30,963.836,0.797338,0.0296979,30.9231,0.0229254,0.725773,-0.0269338
31,917.984,0.767692,0.0272369,31.6104,0.0223508,0.715837,-0.0254208
32,842.385,0.74361,0.0293897,32.2742,0.019661,0.706034,-0.0224284
33,763.436,0.709426,0.0305882,32.9152,0.0167256,0.696553,-0.0197369
34,684.294,0.671839,0.0315131,33.534,0.0141962,0.687407,-0.0168782
35,619.754,0.636804,0.0319527,34.0322,0.0121532,0.680047,-0.0145223
36,546.386,0.589404,0.0319661,34.6102,0.00979151,0.671511,-0.0119375
37,479.319,0.536611,0.0314568,35.1702,0.0076059,0.663245,-0.00968964
38,420.161,0.481202,0.0306463,35.711,0.0058539,0.655269,-0.00766858
39,369.939,0.422933,0.029485,36.2333,0.00450033,0.647573,-0.00603507
40,328.982,0.363356,0.0280762,36.7375,0.00363298,0.640146,-0.00478896
41,296.919,0.303256,0.0264669,37.2243,0.00325158,0.632976,-0.00397275
42,276.4,0.254186,0.0250673,37.6166,0.00335139,0.627198,-0.00357582
43,250.126,0.1407,0.0211131,38.1466,0.00457103,0.619399,-0.00394918
44,241.204,0.0904912,0.0194493,38.5864,0.00577503,0.6129,-0.00444937
45,235.173,0.0429193,0.0177991,39.0097,0.00726193,0.606628,-0.00536039
46,230.887,0.000426931,0.0163323,39.4182,0.00907204,0.600562,-0.00647605
47,227.469,-0.0375543,0.0150232,39.8127,0.011061,0.594688,-0.00781376
48,224.308,-0.0702994,0.0139264,40.1934,0.0131843,0.589005,-0.00927659
49,221.616,-0.0944931,0.0131319,40.5001,0.0149373,0.584412,-0.0106157
50,217.589,-0.120587,0.0123909,40.9143,0.0174388,0.578204,-0.0123538
51,213.197,-0.139393,0.0119883,41.3146,0.0198733,0.572196,-0.0139928
52,208.412,-0.140582,0.0121728,41.6444,0.0215536,0.56723,-0.0153803
53,204.74,-0.15099,0.0121349,41.9615,0.0231366,0.562462,-0.016675
54,201.785,-0.157614,0.0122099,42.2166,0.024244,0.558624,-0.0176483
55,198.415,-0.162395,0.0124684,42.5123,0.0253424,0.554185,-0.0185668
56,195.235,-0.164775,0.0128596,42.7987,0.0261864,0.549897,-0.0192425
57,192.261,-0.166539,0.013298,43.0751,0.0267389,0.545765,-0.0197529
58,189.47,-0.167563,0.0137877,43.3419,0.0270567,0.541788,-0.0200635
59,186.858,-0.168765,0.0142865,43.5994,0.0271478,0.537959,-0.0202071
60,184.43,-0.170478,0.0147777,43.848,0.0270527,0.534274,-0.0201933
61,182.206,-0.157986,0.0103576,44.0879,0.0285365,0.530746,-0.0208914
62,180.428,-0.141108,0.011878,44.2812,0.0278211,0.527885,-0.0204804
63,178.124,-0.130364,0.0133433,44.5052,0.0266746,0.524565,-0.020105
64,175.557,-0.122371,0.0147361,44.7223,0.0255847,0.521372,-0.019378
65,173.029,-0.121289,0.0158732,44.9319,0.024458,0.518295,-0.0186535
66,170.599,-0.126688,0.0169538,45.1678,0.0232759,0.514844,-0.0177794
67,169.391,-0.136714,0.0176749,45.3628,0.0224406,0.511995,-0.0170854
